1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	ExactMetric0	Time[ms]
79	-1.230335	38.839492	3.610401	0.011981	-1.217970	13.3
80	-1.214428	39.839486	3.551058	0.009707	-1.217955	18.7
81	-1.231001	40.830006	3.494170	0.010262	-1.217945	12.4
82	-1.211017	41.829956	3.438559	0.007859	-1.217915	12.9
83	-1.197926	42.829820	3.384696	0.011577	-1.217973	12.5
84	-1.218568	43.708960	3.338711	0.006807	-1.217967	13.9
85	-1.236950	43.629524	3.342815	0.010258	-1.217935	14.0
86	-1.222737	43.754074	3.336385	0.011878	-1.218032	13.1
87	-1.218742	44.754069	3.285645	0.007463	-1.218037	13.9
88	-1.228241	44.720992	3.287299	0.005401	-1.218039	13.5
89	-1.227452	45.221955	3.262431	0.007619	-1.218022	12.6
90	-1.216177	45.168144	3.265084	0.007359	-1.218016	19.1
91	-1.225475	46.164530	3.216646	0.006183	-1.218009	13.3
92	-1.209865	47.097026	3.172599	0.008073	-1.218009	13.0
93	-1.215171	47.298482	3.163241	0.008841	-1.217992	14.2
94	-1.236916	48.298479	3.117594	0.009190	-1.218018	16.9
95	-1.208606	49.298472	3.073246	0.008899	-1.217961	12.6
96	-1.220262	49.217239	3.076802	0.007827	-1.218005	16.9
97	-1.220910	50.217235	3.033599	0.008311	-1.217988	24.6
98	-1.223083	50.351417	3.027894	0.012187	-1.217971	19.4
99	-1.216411	50.270201	3.031345	0.004513	-1.217978	22.1
