1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	ExactMetric0	Time[ms]
84	-0.726404	82.983750	1298.238764	0.004169	-0.728786	420.2
85	-0.732428	83.983750	1285.872671	0.003879	-0.729527	436.1
86	-0.733426	84.983750	1273.739937	0.004059	-0.729726	420.6
87	-0.720884	85.983750	1261.834017	0.003990	-0.730145	415.6
88	-0.730406	86.983750	1250.148611	0.004166	-0.729442	420.9
89	-0.749419	87.983750	1238.677647	0.003727	-0.729639	437.0
90	-0.734463	88.983750	1227.415278	0.004057	-0.730727	421.4
91	-0.741662	89.983750	1216.355863	0.004377	-0.729190	408.0
92	-0.759336	90.983750	1205.493967	0.004518	-0.730475	410.5
93	-0.721312	91.983750	1194.824345	0.003885	-0.730642	429.0
94	-0.724514	92.983750	1184.341935	0.003684	-0.729758	419.7
95	-0.749447	93.983724	1174.042123	0.004095	-0.729824	410.5
96	-0.756998	94.983724	1163.919650	0.004354	-0.730563	432.2
97	-0.736877	95.983695	1153.970514	0.004096	-0.730431	417.2
98	-0.753259	96.983695	1144.189752	0.004258	-0.730179	409.7
99	-0.732627	97.983695	1134.573394	0.003722	-0.730991	423.5
