1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	ExactMetric0	Time[ms]
41	-1.232162	40.000000	479.772042	0.003718	-1.228831	32.7
42	-1.229333	41.000000	472.033783	0.003946	-1.229325	33.6
43	-1.229183	42.000000	464.541183	0.003523	-1.230432	41.5
44	-1.232019	43.000000	457.282727	0.002389	-1.230796	33.8
45	-1.213504	44.000000	450.247609	0.002000	-1.231237	34.4
46	-1.212612	45.000000	443.425675	0.001262	-1.231375	40.7
47	-1.235515	45.880398	437.588523	0.001674	-1.231478	33.1
48	-1.252634	45.735622	438.537826	0.002435	-1.231184	36.0
49	-1.226591	46.735622	432.063569	0.002309	-1.231414	33.6
50	-1.236343	47.735622	425.777694	0.002938	-1.230818	32.7
51	-1.251196	48.735622	419.672095	0.003713	-1.230590	35.3
52	-1.252682	49.735622	413.739128	0.003250	-1.231384	40.0
53	-1.206322	50.735622	407.971574	0.001981	-1.231942	23.6
54	-1.206215	51.735622	402.362608	0.001998	-1.232133	32.7
55	-1.243885	52.735622	396.905780	0.001626	-1.231969	33.3
56	-1.235395	53.735621	391.594986	0.002316	-1.231744	39.5
57	-1.226920	54.735621	386.424434	0.004110	-1.230589	39.2
58	-1.241577	55.735621	381.388644	0.003629	-1.232086	33.2
59	-1.251015	56.735621	376.482417	0.002626	-1.232193	41.4
60	-1.242217	57.735621	371.700815	0.002734	-1.231923	35.4
61	-1.217834	58.735621	367.039149	0.002556	-1.232360	33.3
62	-1.239217	59.735621	362.492963	0.002462	-1.232656	40.1
63	-1.257792	60.735621	358.058018	0.002660	-1.232295	28.2
64	-1.232019	61.735621	353.730281	0.002484	-1.232649	25.1
65	-1.247617	62.735621	349.505911	0.002346	-1.232738	29.3
66	-1.234042	63.735621	345.381247	0.001652	-1.232863	31.1
67	-1.272091	64.735621	341.352802	0.002152	-1.232735	33.2
68	-1.214097	65.729019	337.442933	0.001840	-1.232925	35.8
69	-1.234239	66.729019	333.596510	0.002090	-1.233056	40.3
70	-1.227824	67.729019	329.836787	0.001704	-1.232822	34.9
71	-1.250179	68.699149	326.269480	0.002812	-1.232803	35.4
72	-1.220741	69.699149	322.672208	0.002753	-1.233103	43.1
73	-1.240897	70.699149	319.153394	0.002100	-1.232995	36.7
74	-1.234523	71.699149	315.710500	0.002460	-1.233298	38.9
75	-1.238094	72.699149	312.341094	0.002180	-1.233356	33.5
76	-1.208379	73.699149	309.042848	0.001826	-1.233361	29.6
77	-1.238857	74.699149	305.813531	0.001698	-1.233509	33.8
78	-1.229281	75.690387	302.678431	0.001436	-1.233551	35.4
79	-1.251440	75.775208	302.413142	0.002112	-1.233196	42.9
80	-1.246082	75.631016	302.864398	0.002676	-1.233496	31.7
81	-1.231558	76.631016	299.762265	0.002051	-1.233541	30.7
82	-1.246075	77.631016	296.723036	0.001765	-1.233503	33.0
83	-1.226535	78.631016	293.744816	0.002176	-1.233745	32.0
84	-1.214266	79.631016	290.825788	0.002006	-1.233669	39.1
85	-1.235050	80.631012	287.964216	0.001869	-1.233845	30.5
86	-1.252554	81.631012	285.158395	0.001776	-1.233748	46.3
87	-1.238200	82.630860	282.407137	0.002124	-1.233871	32.3
88	-1.233217	83.630860	279.708056	0.001984	-1.233914	34.8
89	-1.244711	84.630860	277.060079	0.001347	-1.234001	38.3
90	-1.246257	85.630795	274.461937	0.001744	-1.234003	37.5
91	-1.231877	85.483216	274.842325	0.001580	-1.233962	37.3
92	-1.243341	86.483216	272.285253	0.001783	-1.233966	33.3
93	-1.225618	87.483216	269.775323	0.001657	-1.233968	41.2
94	-1.232715	88.482581	267.312793	0.001549	-1.234046	35.1
95	-1.251462	89.482581	264.893293	0.001609	-1.234173	35.3
96	-1.225095	90.482540	262.517292	0.002173	-1.233861	41.3
97	-1.235771	90.335794	262.863303	0.002557	-1.234152	31.5
98	-1.238738	91.335794	260.523325	0.002166	-1.234153	43.2
99	-1.239694	92.335794	258.224639	0.002394	-1.234151	34.8
