1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	ExactMetric0	Time[ms]
58	-0.717777	39.132166	3.823223	0.010561	-0.702922	106.0
59	-0.697181	39.049970	3.828457	0.009933	-0.702728	100.3
60	-0.723184	38.967773	3.833704	0.022111	-0.702735	92.1
61	-0.700738	39.967773	3.770823	0.010690	-0.702829	106.9
62	-0.713874	40.967762	3.709973	0.017034	-0.702889	95.9
63	-0.691563	41.967753	3.651055	0.013112	-0.702670	105.4
64	-0.711542	41.885556	3.655827	0.014124	-0.702849	100.8
65	-0.716515	41.803531	3.660602	0.015222	-0.703101	99.4
66	-0.706324	42.802886	3.603265	0.010324	-0.702951	101.0
67	-0.719123	42.721123	3.607888	0.014263	-0.702798	100.1
68	-0.716220	42.719099	3.608003	0.011220	-0.702392	108.9
69	-0.688881	42.636902	3.612663	0.019017	-0.702914	102.9
70	-0.728921	43.636902	3.556772	0.013120	-0.703024	90.5
71	-0.722668	43.554742	3.561298	0.014008	-0.702884	90.0
72	-0.694215	43.595664	3.559042	0.013754	-0.702799	99.6
73	-0.708997	43.514565	3.563516	0.018495	-0.702965	99.4
74	-0.708915	44.514565	3.509124	0.016791	-0.702819	97.3
75	-0.697147	45.514565	3.456366	0.010349	-0.702979	92.8
76	-0.702611	46.514565	3.405172	0.008087	-0.702977	118.9
77	-0.718733	46.580396	3.401855	0.009998	-0.703028	124.0
78	-0.706255	47.550549	3.353711	0.006905	-0.703058	92.7
79	-0.718205	47.468360	3.357736	0.005274	-0.703006	94.5
80	-0.731438	48.395564	3.312873	0.013540	-0.702827	104.8
81	-0.689556	48.468920	3.309375	0.016854	-0.702485	91.6
82	-0.693343	48.386722	3.313295	0.015161	-0.702721	94.2
83	-0.714812	49.386722	3.266223	0.020357	-0.702757	103.5
84	-0.728626	49.304525	3.270041	0.022371	-0.703047	104.3
85	-0.704806	50.304525	3.224181	0.014106	-0.702871	91.5
86	-0.719244	51.304525	3.179589	0.004278	-0.702842	90.2
87	-0.702030	51.223326	3.183164	0.010652	-0.702766	91.0
88	-0.714559	51.213633	3.183591	0.011960	-0.702737	91.3
89	-0.720400	52.213627	3.140108	0.013135	-0.702645	92.0
90	-0.720700	53.213627	3.097796	0.016259	-0.702691	126.7
91	-0.724731	54.213627	3.056610	0.014499	-0.702774	92.5
92	-0.685459	55.213627	3.016504	0.014696	-0.702688	96.5
93	-0.699214	56.213627	2.977437	0.012341	-0.702949	101.8
94	-0.714199	57.213627	2.939369	0.003811	-0.702965	94.7
95	-0.707002	57.174739	2.940831	0.006141	-0.702866	85.2
96	-0.740149	57.544280	2.926995	0.009192	-0.702922	109.5
97	-0.697458	58.055729	2.908059	0.013755	-0.703064	91.3
98	-0.706473	57.973553	2.911085	0.014755	-0.702927	88.5
99	-0.709639	58.973553	2.874684	0.010920	-0.702978	102.3
