1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	ExactMetric0	Time[ms]
39	-0.972099	32.663448	5.083639	0.005330	-0.962465	34.6
40	-0.970614	33.663034	4.990678	0.007074	-0.962459	34.1
41	-0.975300	34.586175	4.907796	0.007291	-0.962552	36.4
42	-0.969984	35.560900	4.823219	0.005303	-0.962427	35.0
43	-0.981500	36.521375	4.742682	0.006634	-0.962436	31.9
44	-0.973085	37.373503	4.673449	0.006961	-0.962417	30.7
45	-0.968743	37.579294	4.657031	0.011164	-0.962383	34.0
46	-0.969559	38.376743	4.594486	0.008458	-0.962510	41.6
47	-0.984112	39.374537	4.518554	0.011318	-0.962214	31.5
48	-0.996425	40.374537	4.444931	0.011189	-0.962275	33.5
49	-0.957665	41.374465	4.373674	0.004947	-0.962207	37.6
50	-0.951034	41.292536	4.379427	0.008499	-0.962223	34.4
51	-0.954695	41.739087	4.348256	0.009768	-0.962266	36.3
52	-0.973152	42.739087	4.280036	0.006313	-0.962332	34.7
53	-0.959322	43.739087	4.213924	0.005803	-0.962325	36.6
54	-0.975826	43.657083	4.219269	0.002888	-0.962325	29.3
55	-0.961079	44.425297	4.169727	0.002890	-0.962364	29.8
56	-0.956544	44.707162	4.151840	0.007733	-0.962412	32.8
57	-0.969433	44.641920	4.155966	0.011467	-0.962507	34.4
58	-0.982428	44.900455	4.139662	0.005019	-0.962540	31.5
59	-0.953083	45.899659	4.077832	0.009971	-0.962584	37.8
60	-0.969483	46.898145	4.017865	0.011615	-0.962317	32.1
61	-0.953710	46.816610	4.022696	0.010154	-0.962560	32.3
62	-0.974237	47.816610	3.964241	0.005075	-0.962616	34.1
63	-0.989762	47.734601	3.968970	0.005767	-0.962640	32.9
64	-0.978624	48.204138	3.942042	0.009017	-0.962605	38.2
65	-0.959076	48.122155	3.946717	0.009370	-0.962559	23.8
66	-0.977398	48.155174	3.944833	0.008475	-0.962607	32.6
67	-0.963168	49.155172	3.888603	0.009511	-0.962508	39.8
68	-0.952852	49.073164	3.893154	0.011772	-0.962495	34.7
69	-0.970711	50.073164	3.838377	0.007058	-0.962407	39.2
70	-0.962743	50.863740	3.796151	0.004124	-0.962398	36.9
71	-0.952610	51.759532	3.749414	0.006457	-0.962487	31.6
72	-0.966359	52.524752	3.710391	0.008220	-0.962508	34.4
73	-0.974243	52.442744	3.714534	0.006224	-0.962491	28.3
74	-0.951401	52.362706	3.718587	0.005698	-0.962524	25.4
75	-0.978059	53.267123	3.673302	0.009120	-0.962476	33.5
76	-0.981640	54.267122	3.624499	0.004160	-0.962520	34.0
77	-0.965537	55.266933	3.576984	0.006213	-0.962553	34.3
78	-0.954734	55.490741	3.566518	0.002985	-0.962533	32.4
79	-0.952784	55.445895	3.568610	0.004865	-0.962529	34.2
80	-0.977718	55.382712	3.571562	0.010023	-0.962604	30.8
81	-0.969551	56.380588	3.525504	0.005113	-0.962604	31.8
82	-0.956345	57.380204	3.480542	0.008122	-0.962580	37.6
83	-0.974933	58.269691	3.441487	0.007976	-0.962631	30.9
84	-0.972915	59.251802	3.399370	0.007307	-0.962520	32.5
85	-0.975742	60.251718	3.357536	0.006641	-0.962542	35.8
86	-0.950854	60.459942	3.348954	0.008963	-0.962367	38.1
87	-0.972046	60.416142	3.350756	0.010106	-0.962370	38.0
88	-0.975426	61.415981	3.310106	0.006268	-0.962234	35.2
89	-0.973471	61.343823	3.313006	0.008417	-0.962384	33.0
90	-0.976902	62.343756	3.273258	0.008248	-0.962430	36.6
91	-0.980497	62.261752	3.276482	0.004416	-0.962368	38.9
92	-0.948298	62.282428	3.275668	0.008957	-0.962397	25.5
93	-0.967606	63.281125	3.236853	0.005445	-0.962400	35.3
94	-0.971976	63.199120	3.240005	0.004933	-0.962366	37.1
95	-0.964902	64.188005	3.202394	0.007495	-0.962456	37.2
96	-0.936671	65.183959	3.165387	0.006480	-0.962381	38.5
97	-0.976618	66.183119	3.129110	0.005668	-0.962444	34.6
98	-0.967677	66.464695	3.119037	0.010648	-0.962503	34.9
99	-0.969990	66.390707	3.121677	0.007002	-0.962551	35.9
